order_ID,item_id,item_price,item_quantity,list_price
5287499,17373555,427,6,2562
81571390,19083155,213,11,2343
74538102,5758944,99,4,396
26953533,20716691,387,3,1161
50805938,77129222,306,1,306
92762251,92147768,417,15,6255
33377001,69663345,211,5,1055
41259948,24783231,363,5,1815
55675956,76668814,70,10,700
29713004,94609400,63,10,630
34852309,5076659,189,6,1134
64357751,80030942,377,10,3770
9686540,55250290,2,1,2
7981739,47805873,439,5,2195
95187587,17584135,405,1,405
77824219,28854715,414,10,4140
3615294,87951936,365,13,4745
14737183,41662052,193,2,386
50837847,58931516,207,15,3105
79766913,79489775,76,7,532
37058081,67364152,379,6,2274
16186637,82732899,34,15,510
92162976,29670918,40,14,560
21590627,10780480,70,1,70
18545302,93789615,31,15,465
68125097,99952389,115,12,1380
5714155,59380818,185,8,1480
67481767,53463357,82,11,902
40289274,54633094,289,5,1445
93837217,50158591,216,4,864
68493448,24768849,124,5,620
15295705,20959517,364,1,364
62541299,56494778,231,11,2541
59025993,97316978,76,11,836
15046376,95244952,60,5,300
80301684,70181814,278,4,1112
78544000,95175065,278,1,278
45728396,22464958,353,1,353
13163686,63157505,68,12,816
34629789,98478866,381,5,1905
37799250,3935743,238,6,1428
47547667,16293540,18,3,54
9662384,9088566,349,15,5235
40854090,56093865,234,1,234
10365533,56693119,267,1,267
26510705,48241090,20,11,220
